name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Pangea Survival,2020-08-21,19.99,43,28,1204700,0,20000,
Lovers of Aether,2019-04-01,0.0,1335,97,1043180,100000,200000,2.0
Meekanoid,2022-05-18,1.99,11,2,1964810,0,20000,
The Last Companion-我与我行将离去的小友。,2019-10-18,1.99,162,7,1110720,0,20000,
SBX: Invasion,2015-06-01,1.99,4,6,371620,20000,50000,
Shadow Lost,2020-12-16,29.99,5,5,1486670,0,20000,
汉匈决战/Han Xiongnu Wars,2017-12-07,6.99,2192,1558,688470,500000,1000000,
Iron Soul,2014-02-26,4.99,11,50,262080,0,20000,
GamerZ CastlE Rush!,2020-09-01,0.0,2,1,1374220,0,20000,
Nowhere Station,2019-03-29,7.99,19,0,1029080,0,20000,
Dream Catchers,2021-04-21,0.99,2,0,1586010,0,20000,
ZeGame,2016-05-27,3.99,82,1,437520,0,20000,8.0
Chess of Chains,2020-07-14,4.99,1,0,1325220,0,20000,
Super Night Riders,2016-02-22,4.99,164,24,444000,0,20000,2.0
Dogworld,2021-03-18,14.99,81,2,1198210,0,20000,6.0
流星降临的小镇：来自过去的幽灵,2022-07-26,1.49,2,0,2069500,0,20000,
Aiso,2018-01-05,0.99,3,7,768130,0,20000,
Utawarerumono: Mask of Deception,2020-01-23,39.99,818,57,1149550,20000,50000,30.0
Blonde Driver,2018-04-10,0.99,125,100,828960,20000,50000,
u evade,2021-03-12,0.0,17,3,1558180,0,20000,
BlockBustersVR,2020-10-13,1.99,1,0,1393650,0,20000,
Hook 2,2022-06-29,1.99,193,2,1871310,0,20000,
Heavenly Duels,2018-07-20,19.99,4,0,865170,0,20000,
Veteran Combat,2015-02-16,1.99,23,25,351420,20000,50000,1.0
Ice Age Scrat's Nutty Adventure,2019-10-18,29.99,76,26,751060,0,20000,4.0
Sixth Extinction,2021-03-17,1.99,12,0,1531070,0,20000,
RUBICON,2020-08-31,0.99,2,0,1243370,0,20000,1.0
SuperTrucks Offroad,2018-01-12,9.99,35,16,743830,0,20000,
Vrideo,2016-04-12,0.0,35,27,457670,20000,50000,
Paralysis,2018-03-23,2.99,19,6,688800,0,20000,
Time To Walk Alone,2017-06-29,0.99,2,1,664030,20000,50000,
Slavistan 2,2018-10-30,2.99,11,0,956990,0,20000,
Antihorror,2016-07-27,0.99,132,44,496650,50000,100000,
Blobert,2021-03-13,0.99,7,0,1380480,0,20000,
Hero's Story,2019-10-21,5.99,6,1,649970,0,20000,
雪之本境S Conspiracy Field: Snow Trap,2022-04-29,5.94,323,13,1908250,0,20000,
最后的仙门 The last Practice Sect,2022-05-09,3.99,275,186,1942440,50000,100000,
Realm Revolutions,2018-01-05,0.0,242,80,764030,500000,1000000,
Bomb U!,2016-09-17,5.99,47,7,523090,0,20000,1.0
Aerial Destruction,2017-05-18,8.99,72,38,592730,50000,100000,2.0
Zombie Tag Royale,2019-12-12,1.99,2,1,1194220,0,20000,
Don't Mess With Nanny,2021-02-20,5.99,2,2,1500410,0,20000,
Ylands,2019-12-05,0.0,3987,2656,298610,200000,500000,
The Last Show of Mr. Chardish,2020-11-05,9.99,84,3,1164060,0,20000,1.0
Luminosity,2015-04-09,4.99,52,8,346780,20000,50000,
COLLECTION of SaGa FINAL FANTASY LEGEND,2021-10-21,19.99,46,12,1642620,0,20000,
Saint Emiliana,2020-09-16,19.99,185,49,1257170,0,20000,
Infinite Skyline,2019-02-07,1.99,4,2,673140,0,20000,
WWII Tanks: Battlefield,2021-12-09,2.99,34,5,1826290,0,20000,
Cyberdrome,2019-01-01,0.0,196,24,934850,50000,100000,1.0
Two Brain Sides,2021-06-18,0.99,15,1,1511450,0,20000,
Trends,2019-01-07,0.0,5,2,944730,0,20000,17.0
Solitaire Mystery: Stolen Power,2017-08-24,6.99,15,13,679820,0,20000,1.0
Solitaire Bliss Collection,2019-04-15,24.99,6,0,1023280,0,20000,
Explosion™,2022-06-30,3.99,2,0,1892210,0,20000,
Quantic Pinball,2017-03-29,3.99,9,7,577320,0,20000,
Spud Cricket VR,2017-11-02,2.99,2,1,582360,0,20000,
Football Manager 2020 Touch,2019-11-19,0.0,866,125,1100620,100000,200000,
Juniper Theory,2016-12-19,7.99,0,1,564140,0,20000,
Splash Cars,2021-11-15,4.99,12,1,1464290,0,20000,
Project Centauri,2019-03-20,5.99,0,1,1019030,0,20000,
CRAKEN,2018-12-14,0.99,49,18,927930,0,20000,
Super president How to rule the country,2019-02-27,0.49,14,16,995480,0,20000,
The Darkest Island,2020-08-25,4.99,19,6,1363390,0,20000,
Maze Twister,2022-03-01,0.99,5,1,1881850,0,20000,
Return Of The Zombie King,2019-11-03,4.99,54,16,1152020,0,20000,
Dub Dash,2016-02-16,0.99,189,74,406940,20000,50000,6.0
Dragon Perception,2017-10-27,0.99,14,33,732090,0,20000,
Japanese DoJo,2022-02-02,5.99,9,1,1847460,0,20000,
Dick Ranger,2022-07-22,3.59,2,1,2057850,0,20000,
Last Epoch,2019-04-30,34.99,11069,1720,899770,200000,500000,13.0
RECYCLE,2014-09-03,11.99,127,146,294830,20000,50000,
Ortharion project,2020-12-23,19.99,95,42,1145570,50000,100000,20.0
Skin Witch,2020-05-29,3.99,2,6,1164990,0,20000,
Soul Valley,2019-07-25,9.99,17,9,1041780,0,20000,
Dragon Fantasy: The Black Tome of Ice,2016-05-26,9.99,16,15,328000,0,20000,8.0
The Cycle: Frontier,2022-06-08,0.0,16916,10569,868270,2000000,5000000,
The Jackbox Party Pack 4,2017-10-18,24.99,2304,126,610180,100000,200000,
Dungeons of Dreadrock,2022-03-14,4.99,122,3,1896880,0,20000,
"Turn the mirror, please.",2018-12-01,0.99,2,6,964050,20000,50000,
Geno The Fallen King,2020-01-18,4.99,11,2,972180,0,20000,
The Running Man,2020-06-25,0.99,64,29,1343970,0,20000,
Tor Eternum,2022-07-15,12.99,21,5,1491460,0,20000,
Drawn®: Dark Flight™ Collector's Edition,2016-03-08,9.99,26,10,451140,0,20000,2.0
SAMURAI SHODOWN V SPECIAL / サムライスピリッツ零スペシャル,2019-06-18,9.99,388,30,1076550,20000,50000,1.0
Flashover MegaSector,2019-12-07,0.99,3,1,1197380,0,20000,
Robogal,2021-09-17,1.99,39,20,1676710,0,20000,
Imperi II,2018-05-10,2.99,1,2,849840,0,20000,14.0
Sumy Shelltris - ICEBLOCKS 1,2021-11-03,1.99,4,1,1780960,0,20000,
Bean Stalker,2022-06-06,19.99,122,18,1704080,0,20000,
Godlike,2021-05-19,0.99,2,3,1597350,0,20000,
Erinye Demo,2018-04-07,0.0,72,8,823420,20000,50000,
MOAI 4: Terra Incognita Collector’s Edition,2016-06-07,7.99,21,3,475620,0,20000,16.0
Of Carrots And Blood,2016-03-25,2.99,75,30,439440,20000,50000,3.0
LSD,2017-10-31,0.59,143,123,718370,20000,50000,
SD GUNDAM G GENERATION CROSS RAYS,2019-11-27,59.99,5544,890,728530,500000,1000000,83.0
Crash Dummy,2019-02-28,12.99,3,7,345690,0,20000,
Bystander,2017-12-15,2.99,9,31,674860,0,20000,
kana!kana?,2021-07-30,0.99,3,1,1680870,0,20000,
Haunt the House: Terrortown,2014-06-06,4.99,1254,208,270630,50000,100000,1.0
Trials of Mana,2020-04-24,49.99,4206,335,924980,200000,500000,21.0
DaCapo Delivers,2021-07-01,3.99,3,0,1537930,0,20000,
Thrust Legend,2020-07-01,9.99,3,0,1344860,0,20000,
RFVR,2022-07-17,29.99,9,2,1743570,20000,50000,
Agents of Aggro City Online,2018-01-05,0.0,4,6,658420,100000,200000,
Draco Knight,2022-04-24,14.99,11,1,1218640,0,20000,
Table Top Turrets,2020-09-16,4.99,3,0,1386320,0,20000,
Cheaters Blackjack 21,2016-06-07,3.99,10,16,486640,0,20000,
Gods of Havoc: Into the Void,2019-08-08,7.99,7,0,1117340,0,20000,
Tuk Tuk Extreme Simulator,2022-05-02,0.49,15,8,1967620,0,20000,
Errant Heart,2019-10-01,3.99,1,1,1149190,0,20000,
ANNO: Mutationem,2022-03-16,24.99,2235,758,1368030,200000,500000,11.0
Hell Wedding 夜嫁,2020-06-01,0.0,979,129,934580,100000,200000,
Timothy vs the Aliens,2021-07-21,3.9,7,2,853060,0,20000,2.0
Sun Girls,2020-12-16,0.99,4,0,1481660,0,20000,
Kalling Kingdom,2020-01-18,7.99,0,2,987250,0,20000,
Venge,2020-07-28,1.99,242,17,1259510,20000,50000,
Rainbow Laser Disco Dungeon,2021-09-27,9.99,11,0,1366930,0,20000,
Exo One: Prologue,2020-08-21,0.0,668,35,1375530,20000,50000,1.0
Maze Trials,2017-10-09,1.99,1,0,704660,0,20000,
Doodle Devil,2017-05-25,9.99,109,21,608760,50000,100000,2.0
Wound of the West,2021-02-11,6.99,5,0,1450880,0,20000,
Lemuria: Lost in Space,2017-03-17,11.99,14,9,563250,0,20000,
First Feudal,2021-04-08,19.99,342,104,733460,20000,50000,
Logistics Company,2014-11-05,17.99,43,67,328310,20000,50000,
.hack//G.U. Last Recode,2017-11-03,7.49,2498,357,525480,100000,200000,
Flight 74,2021-06-17,19.99,17,2,1650610,0,20000,
1001 Jigsaw. Myths of ancient Greece (拼图),2020-01-21,4.99,6,2,1165430,0,20000,
Dune: Spice Wars,2022-04-26,29.99,4166,987,1605220,500000,1000000,9.0
Monster Truck Destruction,2015-07-10,4.99,147,170,324760,20000,50000,3.0
There Is No Game: Wrong Dimension,2020-08-06,12.99,16479,321,1240210,200000,500000,5.0
Zup! 4,2017-02-20,0.99,2440,264,591420,100000,200000,1.0
Oik Memory 2,2018-05-31,0.99,143,16,781820,0,20000,
PEOPLEDOWN,2021-07-20,4.99,1,0,1646230,0,20000,
True Fear: Forsaken Souls Part 2,2018-11-02,9.99,413,32,935580,20000,50000,6.0
Thunderbolt,2018-02-26,0.49,23,19,803390,20000,50000,
A City Sleeps™,2014-10-16,9.99,53,40,316180,20000,50000,1.0
Ballfrog,2022-01-28,4.99,28,7,1503820,20000,50000,
Aimi,2020-10-20,0.0,70,13,1432620,0,20000,1.0
ShiroKuro's Adventure,2021-08-20,3.99,1,0,1707280,0,20000,
Critical Compendium,2019-06-10,0.0,53,4,1087080,0,20000,
"7,62 High Calibre",2014-04-30,4.99,305,93,289890,50000,100000,27.0
Isekai Eternal Alpha,2021-07-14,0.0,43,31,1467410,0,20000,
King's Bounty II,2021-08-24,49.99,2679,1522,1135300,100000,200000,32.0
Hentai Girl,2018-08-17,0.99,4662,450,878750,200000,500000,1.0
Unheard,2019-03-28,6.99,24009,843,942970,1000000,2000000,4.0
Infindustry,2022-05-04,17.99,21,8,1944210,0,20000,
Dungeon of the ENDLESS™,2014-10-27,11.99,9940,1396,249050,500000,1000000,7.0
Battle Survive Hentai,2019-12-11,0.99,11,6,1127290,0,20000,
Tyrgard Archer VR,2020-07-03,1.99,13,4,1335440,0,20000,
LithoBreak,2021-02-23,19.99,4,1,1091030,0,20000,
Psyolence,2022-06-25,24.99,12,2,2010410,20000,50000,
Staff Only,2020-12-30,9.99,19,1,1440350,0,20000,
Kingdom of Assetia: The Clicker Game,2022-01-25,0.99,5,6,1720750,0,20000,
Wild Game Hunter VR,2016-12-23,11.99,1,2,553490,0,20000,
Candy Island,2016-11-27,0.99,2,3,558060,0,20000,
Dakar 18,2018-09-25,29.99,607,286,767390,50000,100000,12.0
NEW LIFE,2019-08-12,11.99,23,151,913780,0,20000,1.0
Super Stone Legacy,2017-05-26,7.99,19,1,580300,0,20000,
Sakura no Mori † Dreamers 2,2019-03-15,24.99,346,11,983150,0,20000,
The Witch's House MV,2018-10-30,14.99,1962,61,885810,50000,100000,1.0
蚂蚁模拟器（Ant simulator）,2021-03-31,0.99,14,2,1563840,0,20000,
Queen of Seas 2,2018-06-05,0.49,33,17,858870,0,20000,
像素男友 语音完整版,2020-12-24,3.99,189,7,1478410,0,20000,
Victorian Admirals,2014-02-11,19.99,6,33,275310,0,20000,1.0
"Trolley Problem, Inc.",2022-04-21,10.99,354,169,1582680,0,20000,1.0
Ragnar's Chinese Memory Game,2020-08-14,5.99,13,0,1373630,0,20000,
Morgan lives in a Rocket House in VR,2017-11-03,0.0,40,2,724180,20000,50000,
Rex Nebular and the Cosmic Gender Bender,2014-10-17,1.39,22,17,328430,0,20000,6.0
TYRED,2017-11-20,11.99,3,0,661340,0,20000,
BUSTAFELLOWS,2021-07-30,39.99,278,25,1494470,20000,50000,14.0
Fantasy Mosaics 17: New Palette,2017-07-17,6.99,8,0,659890,0,20000,
Gems of Magic: Father's Day,2021-12-16,9.99,5,3,1754740,0,20000,
Dungeon of Rikka,2020-12-07,4.99,22,2,1183840,200000,500000,
THE LAST HUNT,2018-02-22,5.99,3,8,611810,0,20000,
Flairtender,2017-11-17,9.99,28,4,586020,0,20000,
王子斗恶龙(The prince fights the Dragon),2022-03-06,0.99,0,1,1892470,0,20000,
Ilhumia,2018-12-21,0.0,20,11,890840,0,20000,
Doctor Who: The Edge of Reality,2021-10-13,24.99,133,84,1444920,0,20000,4.0
Bear Adventures 2,2021-12-21,1.99,2,2,1841850,0,20000,
降妖神兵,2020-07-02,1.99,43,17,1304470,0,20000,
Bubblien Pop,2018-01-06,1.99,1,0,764870,0,20000,
Magic Potion Millionaire,2020-12-29,14.99,24,2,1461630,0,20000,40.0
Latarnix Puzzle,2021-12-24,2.99,5,0,1681540,0,20000,
Marblize,2016-11-25,11.99,11,2,535840,0,20000,
Inside The Mirror,2020-04-27,2.99,11,0,1275190,0,20000,
Nightly Maintenance: Malcom's Story,2022-06-28,3.74,4,0,2053050,0,20000,
Jacob Jones and the Bigfoot Mystery : Episode 1,2014-09-15,4.99,32,0,264400,0,20000,3.0
Elminage Gothic,2014-09-18,9.99,123,61,291960,20000,50000,
Devolver Bootleg,2019-06-09,4.99,929,106,1066260,50000,100000,2.0
Once Upon a Time in the Colony,2021-10-02,3.99,0,1,1753110,0,20000,
Vertigo Remastered,2020-07-21,24.99,695,50,1318090,0,20000,3.0
Retrograde,2021-05-25,10.99,3,0,1570480,0,20000,
DINO VR,2019-02-28,9.99,0,2,1024450,0,20000,
Hallway Simulator 2020,2019-08-28,1.99,4,0,1105870,0,20000,
Sit on bottle,2018-01-11,4.99,39,13,776820,0,20000,
Momo's Mansion,2022-02-14,6.99,4,0,1796450,0,20000,
Praecantor Lila ~ Bell Spell,2022-03-11,11.99,2,0,1820700,0,20000,
Abduction Prologue: The Story Of Jonathan Blake,2018-04-11,2.99,1,10,498460,0,20000,
Glorkian Warrior: The Trials Of Glork,2015-03-24,3.99,301,32,341120,20000,50000,2.0
Oh No! Ninjas!,2018-01-04,1.99,2,0,764720,0,20000,
Tartapolis,2021-02-12,4.99,14,3,1072110,0,20000,
Pirate's Gold,2022-03-01,9.99,1,0,1839600,20000,50000,7.0
DMN7,2021-07-27,7.99,1,0,1519420,0,20000,
Eraser & Builder,2017-02-27,1.99,10,5,583030,0,20000,
What's Left Behind,2021-01-15,14.99,3,3,1460600,0,20000,
Scrap,2017-10-18,0.0,29,31,727280,50000,100000,
Hellslave,2022-05-26,19.99,324,94,1608450,0,20000,
Doctor Who: The Lonely Assassins,2021-03-18,5.99,495,60,1508270,50000,100000,2.0
Renova,2021-07-20,3.99,3,1,1579200,0,20000,
TankDestruction,2019-07-10,0.0,20,9,1007540,0,20000,
Kidnapped Girl,2020-06-15,0.0,4746,736,1274290,200000,500000,1.0
Square Norm,2019-11-07,4.99,1,1,1102890,0,20000,
The Legions of Rome,2016-09-13,2.99,16,33,527510,0,20000,
Shoppe Keep 2 Character Creator Preview,2018-02-05,0.0,7,3,787640,0,20000,
The Divine Invasion,2021-12-03,24.99,152,21,1346960,20000,50000,
Infection Maze / 感染メイズ,2020-05-27,7.99,24,4,1307530,0,20000,
Obscure - Challenge Your Mind™,2017-07-19,4.99,12,12,670440,0,20000,
Gem Collector,2019-09-01,3.99,3,3,1137820,0,20000,
太吾绘卷 The Scroll Of Taiwu,2018-09-20,19.99,30715,9379,838350,2000000,5000000,
Ghost Blade HD,2017-03-08,9.99,40,5,577910,0,20000,1.0
Insurgence - Second Assault,2020-02-27,7.99,19,0,1081100,0,20000,
Globat Pixels,2019-04-06,0.0,2,1,907030,0,20000,
aMAZE Classic: Inverted,2018-06-18,0.51,66,17,874010,0,20000,
Wrong train,2022-01-05,3.99,12,7,1852100,0,20000,2.0
Wing IDE 5,2014-04-30,79.99,19,2,244830,0,20000,
Standard Legend,2019-03-29,0.99,1,1,948490,0,20000,
Grass Simulator,2015-04-01,4.99,573,412,331200,20000,50000,
Hotlap Heroes,2019-04-11,7.99,16,3,676960,0,20000,
Soul Grabber,2019-02-18,5.99,5,4,788250,0,20000,
Quantum Wizard,2017-10-03,0.99,6,0,660980,20000,50000,
Super Monkey Ball Banana Mania,2021-10-04,29.99,907,128,1316910,50000,100000,
Nakawak: Expanded Color Edition,2017-10-11,4.99,20,4,716150,0,20000,2.0
Color Jumper,2017-11-01,4.99,18,0,594810,0,20000,
Holiday Jigsaw Easter 3,2022-04-10,4.99,0,1,1943460,0,20000,
Unlife,2022-06-07,11.99,11,0,1464100,0,20000,
GodOrEvil.1,2020-02-09,1.99,3,1,1228700,0,20000,
Ruckus Ridge VR Party,2016-04-05,9.99,36,20,443800,0,20000,
Narco Strike,2019-05-16,0.0,35,27,1020410,0,20000,
Popplings,2022-05-26,9.99,2,0,1906000,0,20000,
The Celtos,2020-03-06,2.99,106,28,1252250,50000,100000,
Gunvolt Chronicles: Luminous Avenger iX 2,2022-01-27,19.99,223,84,1733880,0,20000,3.0
Guns And Waifus,2020-11-05,0.99,9,3,1451490,0,20000,
The Physiology of the Eye,2017-01-19,1.99,4,1,582200,0,20000,
MAGATAMA Earrings,2016-06-14,6.99,13,6,476370,0,20000,
Space Travel Idle,2020-09-22,0.0,308,143,1407860,20000,50000,
Kama Bullet Heritage,2017-08-11,0.99,53,34,680690,0,20000,
Questery,2018-04-30,0.99,6,2,832020,0,20000,
Teratopia,2021-01-19,14.99,21,2,1338100,0,20000,
Dungeon Warfare,2015-11-04,9.99,1545,66,355980,50000,100000,16.0
bluem,2022-05-06,0.99,3,0,1949670,0,20000,
4 Months of You,2021-08-29,4.99,7,2,1705880,0,20000,
Uncharted Space - project 3062,2022-06-16,9.99,1,0,2010360,0,20000,
GLAD VALAKAS TOWER DEFENCE,2018-12-14,1.99,140,10,988980,0,20000,
Code S-44: Episode 1,2019-06-25,0.0,64,21,1055380,20000,50000,
Make it indie!,2015-04-01,0.99,573,663,357900,500000,1000000,1.0
YAIBA: NINJA GAIDEN Z,2014-03-21,29.99,501,274,252230,50000,100000,6.0
Samurai Sword VR,2017-01-30,9.99,8,4,574150,0,20000,1.0
Fairy Tower Defense,2018-09-11,4.99,5,9,924040,0,20000,
Marburgh,2020-12-26,4.99,2,0,1139660,0,20000,
The Expendabros,2014-08-05,0.0,17068,492,312990,2000000,5000000,1.0
Golden Dungeons,2018-03-03,0.99,49,53,801020,50000,100000,
Hope For Village,2019-04-04,1.99,13,8,1005630,20000,50000,
Golem Rush,2018-07-20,0.99,1,0,886530,0,20000,
EchoBlade,2022-05-03,19.99,16,1,1422570,0,20000,
BeeFense BeeMastered,2021-06-24,9.99,21,2,1640930,0,20000,
Door3:Insignia,2021-11-15,11.99,8,0,1720790,0,20000,
Blipz,2022-02-10,6.99,4,1,1675760,0,20000,
Kingdom of Maverta,2021-11-11,1.99,4,7,1804450,0,20000,
Blood and Gold: Caribbean!,2015-12-10,19.99,719,470,413710,100000,200000,
Xenocite Clad,2018-06-29,0.0,4,0,659720,0,20000,
Book of Demons,2018-12-13,24.99,9111,2260,449960,500000,1000000,9.0
B A S E M E N T,2017-10-11,0.0,2,5,722010,0,20000,
Super Jigsaw Puzzle: Cities,2018-05-29,0.74,64,1,862110,0,20000,
City of Rott: Streets of Rott,2017-02-13,0.99,12,7,580880,0,20000,
Super Grav,2016-11-07,9.99,13,1,509820,0,20000,
The Technician,2018-12-10,14.99,20,2,839960,0,20000,
Booobjz,2021-02-28,5.99,17,5,1190820,0,20000,
Sunny Beach,2021-10-18,10.99,12,0,1776900,0,20000,
Just Death,2016-02-24,14.99,14,18,336210,0,20000,
Warfork,2019-08-16,0.0,1370,164,671610,100000,200000,
Rainbow Billy: The Curse of the Leviathan,2021-10-05,19.99,108,5,1106830,0,20000,10.0
Masked Shooters 2,2016-01-14,0.99,1133,466,434250,200000,500000,
HyperFighter Boost Mode ON,2018-05-04,7.99,3,2,835740,0,20000,
Little Fighters on Stream,2021-05-03,2.99,4,0,1589460,0,20000,
Retrograde Arena,2020-05-28,0.0,368,21,1055210,50000,100000,
Rush Bros.,2013-05-24,9.99,536,342,234490,100000,200000,3.0
Energy Invasion,2018-01-10,2.99,21,19,513600,20000,50000,3.0
FEEET,2021-05-31,0.99,6,0,1513640,0,20000,
Anima Forest,2021-07-21,0.99,6,0,1683140,0,20000,
Nighthaw-X3000,2017-04-13,0.0,18,2,606190,0,20000,
Cyber Girl,2021-02-22,3.99,10,11,1500650,50000,100000,
Fantasy Kingdom Simulator,2016-06-13,0.49,44,56,482890,100000,200000,
Ishin no Arashi,2017-03-21,12.99,2,5,545010,20000,50000,
DriftZ,2020-07-12,1.99,27,11,1322180,0,20000,
Maze Art: Blue,2021-12-02,1.99,1,2,1815880,0,20000,
Pixel Trouble,2022-03-02,10.99,12,2,1906150,50000,100000,
Voxel Race,2018-11-06,0.99,45,41,893330,20000,50000,
Road to Ballhalla,2016-08-05,14.99,337,45,425410,20000,50000,2.0
Color Guardians,2015-05-12,14.99,22,3,336840,0,20000,5.0
Devils Gold,2021-08-27,0.5,11,2,1670880,20000,50000,
Azulgar: Star Commanders,2017-08-31,19.99,56,46,503010,0,20000,
Anime Sunset Ride,2021-06-15,0.49,20,11,1639120,0,20000,
Hot Shot Burn,2020-01-17,14.99,158,13,801750,20000,50000,
Dwarf Slayer,2020-08-09,1.99,1,0,1285970,0,20000,
Ryclaw: Save Yourself,2022-01-21,0.99,4,0,1862260,0,20000,
Sirius: Age of the Free Agents,2019-02-12,7.99,4,0,601520,0,20000,
Bewitched,2019-10-31,2.99,30,6,1160820,0,20000,1.0
像素修真 - Pixel Xiuzhen,2018-08-08,6.99,18,9,907240,0,20000,
Calibre 10 Racing,2014-03-26,1.99,46,64,266370,0,20000,
The Legends in Kylamar,2021-06-21,7.99,1,1,1519360,0,20000,
Degraman: Act I. Vincent,2021-12-10,0.0,98,8,1189680,0,20000,
Halftime Heroes,2022-03-11,2.99,175,50,1907900,20000,50000,
Puzzle Art: Birds,2021-10-06,0.49,1,0,1767940,0,20000,
Age of Fear: The Undead King GOLD,2019-06-11,14.99,73,2,832770,0,20000,13.0
Edge Of Eternity,2021-06-08,29.99,2292,668,269190,200000,500000,30.0
House of 1000 Doors: Family Secrets,2019-09-05,6.99,77,6,1151630,0,20000,3.0
Worse Than Death,2019-10-08,9.99,33,8,1029100,0,20000,2.0
Janosik - Highlander Precision Platformer,2020-09-25,0.0,415,29,1412170,100000,200000,2.0
DeerHunterX,2018-04-21,5.99,9,48,809770,0,20000,
Raccoo Venture,2019-12-11,12.99,72,4,849210,50000,100000,
Ukrainian ball in search of gas,2017-12-08,0.99,632,43,758480,20000,50000,
Elementals: The Magic Key,2022-07-21,4.49,2,0,2076240,0,20000,
ZOMBI,2015-08-18,19.99,1461,829,339230,100000,200000,12.0
The World Named Fred,2015-02-27,0.99,30,9,352030,0,20000,
[TDA03] Muv-Luv Unlimited: THE DAY AFTER - Episode 03 REMASTERED,2021-02-04,24.99,43,1,789830,0,20000,
Pixel Car,2017-10-31,0.99,36,38,728990,0,20000,
SKIMMERZ,2017-10-14,1.99,2,0,717000,0,20000,
Blood Brothers,2019-06-19,0.0,11,2,1069940,0,20000,
WARSHIFT,2016-10-12,9.99,480,183,392580,20000,50000,
Tina: Swordswoman of the Scarlet Prison,2019-08-01,14.99,319,60,1015770,50000,100000,7.0
The Rainsdowne Players,2018-09-18,0.99,12,1,802930,0,20000,12.0
Echoes of the Past: Kingdom of Despair Collector's Edition,2016-07-21,9.99,3,2,503080,0,20000,
Khufu's Delivery Service,2018-01-19,0.99,1,0,652310,0,20000,
The Beardless Wizard,2020-11-26,7.99,14,0,1463760,0,20000,
End War RTS,2018-07-31,0.99,7,5,896650,0,20000,
Heart. Papers. Border.,2017-08-20,4.99,8,2,604110,0,20000,
SUPERHOT VR,2017-05-25,24.99,5992,2130,617830,500000,1000000,2.0
Aquila Bird Flight Simulator,2020-12-27,4.99,26,8,583530,0,20000,
Shepherd of Light,2019-09-04,0.0,681,35,1106770,100000,200000,1.0
God Of Thunder,2017-11-14,0.0,66,3,738470,0,20000,
INVASION!,2016-10-12,0.0,156,21,503630,50000,100000,1.0
Dalruan: World of Magic,2021-09-14,9.99,1,0,1738550,0,20000,
Zack Y,2018-12-07,0.54,2,8,937620,0,20000,
Dumb Roguelike-like RPG,2020-05-14,0.99,2,0,1304360,0,20000,
Candy Smash VR,2016-07-26,9.99,2,9,503900,0,20000,
SOUNDXWORLD,2021-10-16,9.99,0,1,1757960,0,20000,
Hell Invades Heaven,2021-10-22,7.99,1,2,1452320,0,20000,
Close Your Eyes -Anniversary Remake-,2018-12-21,8.99,23,3,706710,0,20000,
Outsider Strategist～異世界で軍師になる～,2018-03-29,18.99,1,0,813310,0,20000,
Skript,2017-11-15,4.99,8,2,746890,0,20000,
2017 VR,2017-05-08,19.99,90,40,575600,0,20000,
Girls and Quiz,2017-07-11,1.99,11,10,664420,0,20000,
Color by Numbers - Animals,2018-11-22,4.99,2,1,954410,0,20000,
The Grand Lord,2020-09-03,0.99,7,0,1365550,20000,50000,
LoveBeat,2016-01-13,0.0,944,327,354290,200000,500000,
Conqueror 940 AD,2021-04-01,9.99,27,9,1358260,0,20000,
Toto Temple Deluxe,2015-09-29,9.99,44,7,342920,0,20000,
Nights of Azure 2: Bride of the New Moon,2017-10-24,59.99,250,77,636570,0,20000,13.0
Lost Memories 3 Side Stories,2020-04-06,0.0,393,48,1248820,50000,100000,
TARS,2020-08-05,0.99,16,0,1051990,0,20000,
Tilefinder,2022-07-12,11.99,6,0,1927570,20000,50000,
STE : Save The Earth,2018-04-02,2.99,11,14,823280,0,20000,
Sorcery! Part 4,2016-09-22,9.99,63,12,504800,0,20000,
The Shore VR,2022-02-14,11.99,16,26,1834620,20000,50000,2.0
A.V.I,2020-11-29,0.0,6,13,1215060,0,20000,
The Pied Piper of Gamelin,2021-10-30,1.0,1,0,1786330,0,20000,
Kaiju,2022-06-02,2.99,6,0,1951140,0,20000,
Dispersion,2020-08-21,0.99,4,3,1388150,0,20000,
Retro School,2021-06-16,0.99,24,10,1387970,0,20000,
Flea!,2020-10-29,4.33,7,1,1346330,0,20000,2.0
DARIUSBURST Chronicle Saviours,2015-12-03,49.99,548,106,377870,50000,100000,1.0
ASH OF WAR™,2018-11-02,14.99,35,24,774331,0,20000,
Polynomial 2 - Universe of the Music,2016-05-31,11.99,118,21,379420,20000,50000,
PIXASSO,2021-08-14,3.99,29,4,1706610,0,20000,
Germany at War - Soviet Dawn,2021-01-01,11.99,3,1,1383020,0,20000,
I Know Everything,2019-06-07,3.99,14,7,1040310,0,20000,
Block,2020-05-15,0.0,7,0,1093870,0,20000,
Prison Forever,2020-01-17,0.99,23,5,1219580,0,20000,
RectRacer,2017-06-29,0.99,1,0,663080,0,20000,
TITANS: Dawn of Tribes,2017-06-15,0.0,125,169,467570,0,20000,
Star Balls,2015-08-18,4.99,4,1,366050,0,20000,
Gems of Magic: Lost Family,2019-04-05,9.99,6,4,970030,0,20000,
Guano Gladiators,2017-07-07,2.99,11,0,648880,0,20000,
Zafehouse Diaries 2,2017-06-16,6.99,86,29,653940,20000,50000,
Drill Deal – Oil Tycoon,2022-03-09,11.24,84,10,1083300,0,20000,
